user,total_sessions,avg_click_per_sesssion,flights_booked_success,hotels_booked_success,cancellations_count,trip_touched,avg_flight_discount_amount,avg_hotel_discount_amount,avg_flight_base_fare_usd,avg_hotel_price_per_room_night_usd,avg_hotel_night,distinct_airlines_used,birthdate,gender,is_married,has_children,home_country,home_city,home_airport,home_airport_lat,home_airport_lon,sign_up_date,age_years,tenure_days,conversion_rate_per_session,cancellation_rate_on_bookings,preferred_airline,preferred_destination,avg_session_duration_min,sessions_per_month,avg_trip_length_days,return_flight_ratio,avg_checked_bags,avg_seats,avg_rooms_per_booking,hotel_booking_ratio,avg_checkin_gap_days,promo_responsiveness,loyalty_index,is_high_canceller,is_multi_booker,is_family_traveler
507732,8,32.875,3,5,1,6,,0.1,229.68333333333334,102.6,3.8,3,1978-07-10,M,False,False,usa,new york,JFK,40.64,-73.779,2023-01-03,47,1006,1.0,0.125,American Airlines,BNA,11.23281990625,1.1428571428571428,3.0,0.6666666666666666,0.3333333333333333,1.0,1.2,0.8333333333333334,8.728467222222223,0.25,1.3333333333333333,,True,
507753,8,15.75,1,1,0,1,0.16666666666666666,,188.11,213.0,8.0,1,1999-09-09,F,False,True,usa,nashville,BNA,36.124,-86.678,2023-01-03,26,1006,0.25,0.0,Allegiant Air,LGA,1.95,1.3333333333333333,9.0,1.0,1.0,1.0,1.0,1.0,5.614744965277778,0.0,2.0,,,True
507759,8,11.875,3,3,0,3,0.18333333333333332,,267.99333333333334,160.66666666666666,2.3333333333333335,2,1975-03-20,F,True,False,canada,victoria,YYJ,48.647,-123.426,2023-01-03,50,1006,0.75,0.0,Delta Air Lines,LAX,1.475,1.1428571428571428,3.3333333333333335,1.0,0.6666666666666666,1.0,1.0,1.0,8.762920138888889,0.3333333333333333,2.0,,True,True
507773,8,15.375,2,3,0,3,,,442.01,202.66666666666666,2.3333333333333335,2,1984-09-26,F,False,False,usa,little rock,LIT,34.729,-92.224,2023-01-03,41,1006,0.625,0.0,American Airlines,FAT,1.9291666666666667,1.3333333333333333,2.5,1.0,0.5,1.0,1.0,1.0,5.465842476851852,0.0,1.6666666666666667,,True,
507805,8,36.125,5,5,1,6,,0.1,740.404,244.8,8.2,5,1981-01-10,F,True,True,usa,san jose,SJC,37.362,-121.929,2023-01-03,44,1006,1.25,0.1,Alaska Airlines,AUS,17.200924435416667,1.1428571428571428,9.4,1.0,0.8,1.6,1.4,0.8333333333333334,41.12701270833333,0.1,1.6666666666666667,,True,True
508050,8,16.875,4,3,0,4,0.16666666666666666,0.075,401.5675,191.66666666666666,10.666666666666666,4,1977-08-14,F,True,False,usa,new york,JFK,40.64,-73.779,2023-01-03,48,1006,0.875,0.0,Air Canada,MDW,2.1104166666666666,1.3333333333333333,10.5,1.0,0.75,1.5,1.3333333333333333,0.75,6.135784548611111,0.2857142857142857,1.75,,True,True
508096,9,12.0,2,3,0,3,0.25,,549.135,151.0,2.3333333333333335,2,1958-12-13,F,True,False,usa,spokane,SKA,47.615,-117.656,2023-01-03,66,1006,0.5555555555555556,0.0,American Airlines,FTW,1.487037037037037,1.5,2.5,1.0,0.5,1.0,1.0,1.0,4.959012905092592,0.2,1.6666666666666667,,True,True
508111,8,40.125,0,0,1,1,0.075,,,,,0,1984-03-24,F,True,True,usa,fort worth,FTW,32.82,-97.362,2023-01-03,41,1006,0.0,,,FAT,16.866666666666667,1.3333333333333333,,,,,,0.0,,,0.0,,,True
508144,8,13.125,3,3,0,3,0.175,0.15,326.24,276.6666666666667,2.0,3,1985-12-13,F,False,False,usa,new york,JFK,40.64,-73.779,2023-01-03,39,1006,0.75,0.0,AirTran Airways,BFI,1.6166666666666667,1.1428571428571428,3.6666666666666665,1.0,0.3333333333333333,1.0,1.0,1.0,8.612330960648148,0.16666666666666666,2.0,,True,
508153,8,13.75,2,2,0,2,0.05,0.15,1028.485,104.5,0.5,2,1991-09-22,M,False,False,canada,halifax,YAW,44.64,-63.499,2023-01-03,34,1006,0.5,0.0,JetBlue Airways,LAX,1.6854166666666668,1.3333333333333333,3.0,0.5,0.5,2.0,2.0,1.0,8.450983159722222,0.25,2.0,,True,
508240,8,15.125,3,3,0,3,0.2,0.05,138.80666666666667,98.0,2.0,2,1995-04-01,F,False,False,usa,san antonio,SKF,29.384,-98.581,2023-01-03,30,1006,0.75,0.0,KLM Royal Dutch Airlines,TUS,1.8916666666666666,1.1428571428571428,4.5,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,7.295042650462963,0.3333333333333333,2.0,,True,
508360,8,15.875,2,2,0,2,0.06666666666666667,,415.755,199.5,1.5,2,1987-06-22,F,False,False,usa,new york,JFK,40.64,-73.779,2023-01-03,38,1006,0.5,0.0,AeroMéxico,BWI,1.9458333333333333,1.1428571428571428,3.5,1.0,0.0,1.5,1.5,1.0,6.61523359375,0.25,2.0,,True,
508367,9,14.0,4,3,0,4,0.325,0.16666666666666666,401.5125,102.0,1.6666666666666667,3,1975-12-08,F,True,False,usa,lubbock,LBB,33.664,-101.823,2023-01-03,49,1006,0.7777777777777778,0.0,American Airlines,BOS,1.75,1.5,2.5,1.0,0.25,1.0,1.0,0.75,7.322557002314815,0.2857142857142857,1.75,,True,True
508497,9,17.11111111111111,1,2,0,2,,,356.24,127.5,6.0,1,1986-11-27,F,False,False,canada,calgary,YYC,51.114,-114.02,2023-01-03,38,1006,0.3333333333333333,0.0,Alaska Airlines,LAX,2.1,1.8,3.0,1.0,0.0,1.0,1.0,1.0,6.805784114583333,0.0,1.5,,True,
508512,8,27.75,0,1,0,1,0.5,0.1,,242.0,4.0,0,1956-03-12,F,True,False,usa,providence,PVD,41.724,-71.428,2023-01-03,69,1006,0.125,0.0,,,3.4458333333333333,2.0,,,,,1.0,1.0,19.06388888888889,0.0,1.0,,,True
508546,8,13.75,3,2,0,3,0.05,,298.8333333333333,105.5,2.0,3,1995-05-05,F,False,False,usa,cincinnati,LUK,39.103,-84.419,2023-01-03,30,1006,0.625,0.0,JetBlue Airways,EFD,1.70625,1.1428571428571428,3.3333333333333335,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,9.303927864583333,0.0,1.6666666666666667,,True,
508611,8,9.0,0,0,0,0,0.125,0.2,,,,0,2002-03-07,F,False,True,usa,houston,HOU,29.645,-95.279,2023-01-03,23,1006,0.0,,,,1.1270833333333334,1.1428571428571428,,,,,,,,,,,,True
508625,8,47.25,3,3,1,5,0.25,,654.06,192.0,6.0,2,1980-09-21,F,False,False,usa,new york,JFK,40.64,-73.779,2023-01-03,45,1006,0.75,0.16666666666666666,United Airlines,SAT,17.96875,1.3333333333333333,2.6666666666666665,1.0,1.0,2.0,2.0,0.6,8.473350810185185,0.0,1.2,,True,
508693,8,18.75,2,3,0,3,0.15,0.13333333333333333,723.99,141.0,2.6666666666666665,2,1969-02-25,F,True,False,canada,halifax,YAW,44.64,-63.499,2023-01-03,56,1006,0.625,0.0,Air Canada,AUS,2.29375,1.1428571428571428,3.0,1.0,0.5,1.5,1.3333333333333333,1.0,9.024569849537038,0.4,1.6666666666666667,,True,True
508713,8,9.625,1,1,0,1,0.2,0.15,740.46,145.0,2.0,1,2006-01-26,F,False,True,usa,los angeles,LAX,33.942,-118.408,2023-01-03,19,1006,0.25,0.0,Iberia Airlines,JFK,1.20625,1.3333333333333333,4.0,1.0,2.0,1.0,1.0,1.0,10.013934548611111,1.0,2.0,,,True
508731,8,18.75,3,4,0,4,0.175,0.1,264.1,171.25,7.75,3,1969-03-27,F,True,False,usa,norfolk,NGU,36.938,-76.289,2023-01-03,56,1006,0.875,0.0,AirTran Airways,DAL,2.3291666666666666,1.3333333333333333,7.0,1.0,1.3333333333333333,1.0,1.0,1.0,6.9640282552083335,0.2857142857142857,1.75,,True,True
508829,8,39.0,3,4,1,5,0.1,0.125,1114.9766666666667,204.0,4.75,3,2006-11-18,F,False,False,usa,burlington,BTV,44.472,-73.153,2023-01-04,18,1005,0.875,0.14285714285714285,Ryanair,BKK,16.75,1.1428571428571428,6.333333333333333,1.0,0.3333333333333333,1.0,1.0,0.8,50.184174435763886,0.0,1.4,,True,
508848,8,17.875,2,2,0,2,0.25,0.05,172.765,127.5,5.0,2,1970-12-05,F,True,True,usa,st. louis,STL,38.748,-90.36,2023-01-04,54,1005,0.5,0.0,Air France,BNA,2.2104166666666667,2.0,6.5,1.0,1.0,1.0,1.0,1.0,8.279915104166667,0.0,2.0,,True,True
508849,8,14.5,3,4,0,5,0.3,0.2,709.6966666666667,269.0,3.25,3,1986-08-24,F,False,False,usa,charlotte,CLT,35.214,-80.943,2023-01-04,39,1005,0.875,0.0,Alaska Airlines,SEA,1.8041666666666667,1.6,4.0,1.0,0.3333333333333333,1.3333333333333333,1.5,0.8,15.19011796875,0.0,1.4,,True,
508856,8,35.0,1,0,1,2,,,1484.41,,,1,2002-09-20,M,False,True,usa,portland,PDX,45.589,-122.597,2023-01-04,23,1005,0.125,1.0,Transaero Airlines,VKO,16.25625,1.6,9.0,1.0,1.0,1.0,,0.0,,0.0,0.5,True,,True
508857,8,16.5,5,5,0,5,,0.05,486.598,175.2,3.2,4,1980-05-15,F,True,False,canada,ottawa,YOW,45.323,-75.669,2023-01-04,45,1005,1.25,0.0,Delta Air Lines,AUS,2.0541666666666667,1.3333333333333333,4.4,1.0,0.4,1.2,1.2,1.0,9.085718819444445,0.0,2.0,,True,True
508860,8,11.0,2,2,0,2,0.15,0.1,85.51,208.0,1.5,2,1996-01-19,M,True,False,usa,los angeles,LAX,33.942,-118.408,2023-01-04,29,1005,0.5,0.0,Delta Air Lines,DMA,1.3645833333333333,1.3333333333333333,3.5,1.0,0.5,1.0,1.0,1.0,8.888860069444444,0.25,2.0,,True,True
508866,8,19.75,3,3,0,3,0.15,,555.3933333333333,133.33333333333334,4.333333333333333,3,1993-06-07,F,False,False,usa,el paso,BIF,31.849,-106.38,2023-01-04,32,1005,0.75,0.0,Alaska Airlines,BFI,2.441666666666667,1.6,5.666666666666667,1.0,0.3333333333333333,1.6666666666666667,1.6666666666666667,1.0,7.095776157407407,0.16666666666666666,2.0,,True,
508877,9,22.333333333333332,6,5,0,6,,0.125,593.5083333333333,130.4,3.8,6,1971-09-26,F,True,True,usa,phoenix,PHX,33.434,-112.008,2023-01-04,54,1005,1.222222222222222,0.0,American Airlines,LGA,2.7648148148148146,2.25,5.5,1.0,0.8333333333333334,1.1666666666666667,1.2,0.8333333333333334,7.2201614930555555,0.09090909090909091,1.8333333333333333,,True,True
508891,8,10.375,2,0,0,2,0.1125,0.1,337.505,,,2,2006-12-05,F,False,True,usa,san antonio,RND,29.529,-98.279,2023-01-04,18,1005,0.25,0.0,Allegiant Air,BNA,1.2875,1.1428571428571428,3.5,1.0,1.0,1.0,,0.0,,0.0,1.0,,,True
508892,8,19.375,3,3,0,3,0.1,0.2,397.51,301.6666666666667,2.3333333333333335,2,1990-04-04,F,False,False,canada,hamilton,YHM,43.173,-79.935,2023-01-04,35,1005,0.75,0.0,United Airlines,BIF,2.4145833333333333,1.6,4.0,1.0,0.6666666666666666,1.0,1.0,1.0,6.349693518518518,0.16666666666666666,2.0,,True,
508901,8,9.5,2,2,0,2,,,381.045,116.0,0.5,2,1971-08-10,F,True,True,canada,hamilton,YHM,43.173,-79.935,2023-01-04,54,1005,0.5,0.0,Alaska Airlines,FAT,1.1729166666666666,2.6666666666666665,1.5,1.0,0.5,1.0,1.0,1.0,8.29119592013889,0.0,2.0,,True,True
508912,8,33.875,3,2,1,4,0.1,0.1,264.27666666666664,73.5,1.0,3,1980-06-13,M,False,False,usa,tallahassee,TLH,30.396,-84.35,2023-01-04,45,1005,0.625,0.2,Alaska Airlines,FTW,14.26668175625,1.6,3.5,0.6666666666666666,0.6666666666666666,1.0,1.0,0.5,9.459826215277777,0.2,1.25,,True,
508917,8,8.875,1,1,0,2,0.25,0.1,699.81,135.0,8.0,1,2003-03-01,M,False,False,usa,los angeles,LAX,33.942,-118.408,2023-01-04,22,1005,0.25,0.0,Allegiant Air,LGA,1.1,1.6,1.0,1.0,1.0,1.0,1.0,0.5,2.779166666666667,0.5,1.0,,,
508923,8,34.625,3,2,1,5,0.2333333333333333,,2121.06,181.5,2.0,2,1976-06-12,F,True,True,usa,madison,MSN,43.14,-89.337,2023-01-04,49,1005,0.625,0.2,United Airlines,TOJ,16.2,1.3333333333333333,5.0,1.0,1.3333333333333333,2.3333333333333335,1.0,0.4,8.607137413194444,0.4,1.0,,True,True
508938,8,21.625,3,3,0,3,0.15,0.15,232.01,107.33333333333333,3.3333333333333335,3,1981-07-21,F,True,False,usa,atlanta,ATL,33.64,-84.427,2023-01-04,44,1005,0.75,0.0,Air Canada,FTW,2.683333333333333,1.6,4.333333333333333,1.0,0.6666666666666666,1.0,1.0,1.0,8.756548090277779,0.0,2.0,,True,True
508940,9,24.0,4,4,0,4,0.1,,442.97,169.25,3.5,4,1984-03-16,M,False,False,usa,grand rapids,GRR,42.881,-85.523,2023-01-04,41,1005,0.8888888888888888,0.0,Allegiant Air,FAT,2.998148148148148,1.2857142857142858,5.0,1.0,0.0,1.0,1.0,1.0,8.70976150173611,0.125,2.0,,True,
508944,8,19.125,2,2,0,2,0.05,0.05,523.66,107.5,1.5,2,1966-03-15,F,False,False,usa,los angeles,LAX,33.942,-118.408,2023-01-04,59,1005,0.5,0.0,AirTran Airways,MDW,2.3625,1.3333333333333333,3.0,1.0,1.0,1.0,1.0,1.0,11.0453953125,0.25,2.0,,True,
508946,8,16.75,3,4,0,4,0.1,,347.68333333333334,98.0,2.5,3,1997-01-10,M,False,False,usa,louisville,LOU,38.228,-85.664,2023-01-04,28,1005,0.875,0.0,AirTran Airways,HOU,2.08125,1.6,2.3333333333333335,1.0,0.3333333333333333,1.0,1.0,1.0,6.243910590277777,0.0,1.75,,True,
508964,8,11.125,0,0,0,0,0.05,,,,,0,1998-04-21,F,True,True,usa,newark,EWR,40.692,-74.169,2023-01-04,27,1005,0.0,,,,1.36875,4.0,,,,,,,,,,,,True
508973,9,14.333333333333334,2,2,0,2,0.125,0.25,645.555,78.5,1.0,2,1988-01-24,F,False,False,usa,modesto,MOD,37.626,-120.954,2023-01-04,37,1005,0.4444444444444444,0.0,Delta Air Lines,DEN,1.7851851851851852,2.25,3.0,1.0,2.0,1.5,1.5,1.0,8.792135329861111,0.0,2.0,,True,
509001,8,10.375,0,0,0,0,0.2,0.1,,,,0,1954-02-28,F,True,False,canada,montreal,YUL,45.468,-73.741,2023-01-04,71,1005,0.0,,,,1.3083333333333333,2.0,,,,,,,,,,,,True
509024,8,16.25,1,1,0,1,0.2,0.1,97.2,407.0,5.0,1,2006-04-28,F,False,False,usa,new york,JFK,40.64,-73.779,2023-01-04,19,1005,0.25,0.0,Delta Air Lines,YHU,2.025,1.1428571428571428,6.0,1.0,1.0,1.0,1.0,1.0,13.493563715277778,0.0,2.0,,,
509036,8,13.75,2,1,0,2,0.15,0.05,492.835,37.0,3.0,2,1983-11-02,F,False,True,usa,new york,JFK,40.64,-73.779,2023-01-04,41,1005,0.375,0.0,AirTran Airways,ORD,1.70625,2.6666666666666665,4.0,1.0,1.0,1.0,1.0,0.5,8.2718109375,0.0,1.5,,True,True
509052,8,16.25,1,1,0,1,0.175,0.1,480.01,116.0,-1.0,1,1963-04-03,F,True,False,usa,san antonio,SKF,29.384,-98.581,2023-01-04,62,1005,0.25,0.0,Canadian North,YOW,2.002083333333333,2.0,2.0,1.0,0.0,1.0,1.0,1.0,8.977454340277777,0.0,2.0,,,True
509061,8,27.25,3,2,0,3,0.1,0.1,640.9366666666666,92.0,6.0,3,1993-07-06,F,False,True,canada,vancouver,YVR,49.195,-123.182,2023-01-04,32,1005,0.625,0.0,Delta Air Lines,DTW,3.3916666666666666,1.3333333333333333,5.666666666666667,1.0,0.3333333333333333,1.0,1.0,0.6666666666666666,7.8823734375,0.4,1.6666666666666667,,True,True
509069,8,17.375,2,3,0,4,,0.05,649.38,152.33333333333334,1.6666666666666667,2,1979-03-03,F,True,False,usa,new york,JFK,40.64,-73.779,2023-01-04,46,1005,0.625,0.0,Delta Air Lines,DMA,2.1416666666666666,1.1428571428571428,1.0,1.0,1.0,1.0,1.0,0.75,6.609673668981482,0.0,1.25,,True,True
509098,9,17.555555555555557,2,1,0,2,0.25,0.1,849.535,64.0,6.0,2,1980-07-12,F,False,False,usa,los angeles,LAX,33.942,-118.408,2023-01-04,45,1005,0.3333333333333333,0.0,Southwest Airlines,AUS,2.198148148148148,2.25,4.5,1.0,0.5,2.0,1.0,0.5,5.8727359375,0.3333333333333333,1.5,,True,
509115,8,19.625,5,7,0,8,0.25,,832.776,158.28571428571428,4.571428571428571,5,1986-11-01,F,False,False,usa,los angeles,LAX,33.942,-118.408,2023-01-04,38,1005,1.5,0.0,Air Transat,DAL,2.4291666666666667,1.1428571428571428,4.6,1.0,1.0,1.4,1.2857142857142858,0.875,5.083747941468254,0.08333333333333333,1.5,,True,
509119,8,12.125,2,3,0,4,0.1,,730.595,88.66666666666667,5.333333333333333,2,1998-03-05,F,False,False,usa,new york,LGA,40.777,-73.872,2023-01-04,27,1005,0.625,0.0,JetBlue Airways,LAX,1.525,1.3333333333333333,2.5,1.0,0.0,1.0,1.3333333333333333,0.75,4.208004513888889,0.0,1.25,,True,
509157,8,15.5,2,2,0,2,,0.05,273.01,115.5,11.5,2,1996-03-24,F,False,True,usa,san antonio,RND,29.529,-98.279,2023-01-04,29,1005,0.5,0.0,Alaska Airlines,LAX,1.9020833333333333,1.1428571428571428,13.5,1.0,0.0,1.0,1.0,1.0,10.660411458333334,0.0,2.0,,True,True
509160,8,18.0,2,2,0,2,0.1,,452.125,107.5,1.5,2,1969-11-01,M,False,True,usa,new orleans,NBG,29.825,-90.035,2023-01-04,55,1005,0.5,0.0,Air France,PNE,2.2354166666666666,1.3333333333333333,2.5,1.0,1.0,1.0,1.0,1.0,8.771320486111112,0.25,2.0,,True,True
509162,9,8.444444444444445,0,2,0,2,0.05,0.1,,222.5,11.5,0,1977-08-21,F,False,False,usa,new york,JFK,40.64,-73.779,2023-01-04,48,1005,0.2222222222222222,0.0,,,1.0444444444444445,1.5,,,,,1.5,1.0,5.077083333333333,0.0,1.0,,,
509202,8,9.25,1,2,0,2,0.075,,303.72,92.0,1.5,1,1998-08-26,F,False,True,usa,minneapolis,MSP,44.88,-93.217,2023-01-04,27,1005,0.375,0.0,AirTran Airways,BWI,1.1479166666666667,1.6,3.0,1.0,1.0,1.0,1.0,1.0,13.646091319444444,0.0,1.5,,True,True
509221,9,17.88888888888889,3,4,0,4,0.05,,165.86,168.5,3.25,2,1985-01-12,F,False,False,usa,kansas city,MCI,39.297,-94.714,2023-01-04,40,1005,0.7777777777777778,0.0,Allegiant Air,ELP,2.196296296296296,1.5,3.0,1.0,1.0,1.0,1.0,1.0,7.193797526041667,0.14285714285714285,1.75,,True,
509242,8,17.75,3,3,0,3,0.1,,374.2,135.0,1.0,3,1981-04-13,M,False,False,usa,st. petersburg,PIE,27.911,-82.687,2023-01-04,44,1005,0.75,0.0,Air Canada,OKC,2.2104166666666667,1.3333333333333333,2.0,0.6666666666666666,0.0,1.0,1.0,1.0,11.374191030092593,0.16666666666666666,2.0,,True,
509272,8,12.125,0,1,0,1,,0.1,,97.0,9.0,0,2003-08-14,F,False,True,usa,dallas,DAL,32.847,-96.852,2023-01-04,22,1005,0.125,0.0,,,1.5,1.3333333333333333,,,,,1.0,1.0,2.707638888888889,0.0,1.0,,,True
509278,8,38.25,2,2,1,4,,,1139.985,135.0,5.0,2,1973-10-20,F,True,False,canada,edmonton,YED,53.667,-113.467,2023-01-04,51,1005,0.5,0.25,Delta Air Lines,DAL,16.633333333333333,1.1428571428571428,6.5,1.0,1.5,2.0,2.0,0.5,6.06200546875,0.0,1.0,,True,True
509282,9,17.0,3,4,0,4,0.225,,640.0666666666667,253.0,3.25,3,1987-01-09,F,False,False,usa,seattle,SEA,47.449,-122.309,2023-01-04,38,1005,0.7777777777777778,0.0,Allegiant Air,LGA,2.0814814814814815,1.5,3.3333333333333335,1.0,1.0,1.0,1.25,1.0,9.216297178819444,0.14285714285714285,1.75,,True,
509302,9,12.11111111111111,2,2,0,2,0.1125,0.1,76.575,189.0,1.5,2,1965-04-27,F,False,True,canada,toronto,YZD,43.742,-79.466,2023-01-04,60,1005,0.4444444444444444,0.0,American Airlines,IAD,1.5185185185185186,1.2857142857142858,4.0,0.5,0.5,1.0,1.0,1.0,6.815673697916667,0.25,2.0,,True,True
509316,8,20.875,4,3,0,4,,,343.5725,143.0,1.6666666666666667,4,1982-10-10,F,False,False,usa,chicago,MDW,41.786,-87.752,2023-01-04,42,1005,0.875,0.0,Air Canada,DAL,2.6125,1.6,3.3333333333333335,0.75,0.5,1.25,1.3333333333333333,0.75,7.972533043981482,0.0,1.75,,True,
509324,9,15.777777777777779,3,2,0,3,0.1,0.1,466.23,331.0,2.0,3,1975-06-08,F,True,False,canada,winnipeg,YAV,50.056,-97.032,2023-01-04,50,1005,0.5555555555555556,0.0,American Airlines,DEN,1.9666666666666666,1.5,2.3333333333333335,1.0,0.6666666666666666,1.3333333333333333,1.5,0.6666666666666666,7.120571267361111,0.4,1.6666666666666667,,True,True
509341,8,10.5,2,1,0,2,0.15,0.075,468.935,201.0,2.0,2,2000-03-14,F,False,False,canada,vancouver,YVR,49.195,-123.182,2023-01-04,25,1005,0.375,0.0,Air New Zealand,HLZ,1.30625,1.3333333333333333,5.5,1.0,0.0,1.0,1.0,0.5,3.2810614583333333,0.0,1.5,,True,
509346,8,13.25,2,2,0,3,0.175,,253.185,103.5,2.5,2,1973-12-27,M,False,True,usa,atlanta,ATL,33.64,-84.427,2023-01-04,51,1005,0.5,0.0,Air Canada,LGA,1.6666666666666667,1.3333333333333333,5.5,1.0,0.5,1.0,1.0,0.6666666666666666,12.219584982638889,0.25,1.3333333333333333,,True,True
509353,9,8.444444444444445,1,1,0,1,0.13333333333333333,,668.68,204.0,4.0,1,1993-12-08,F,False,False,usa,dallas,DAL,32.847,-96.852,2023-01-04,31,1005,0.2222222222222222,0.0,American Airlines,SAN,1.0574074074074074,1.2857142857142858,5.0,1.0,0.0,2.0,2.0,1.0,8.437896701388889,0.0,2.0,,,
509354,8,13.875,2,3,0,4,0.1,0.175,230.4,141.33333333333334,8.0,2,1979-02-16,M,True,False,usa,tallahassee,TLH,30.396,-84.35,2023-01-04,46,1005,0.625,0.0,AirTran Airways,DAL,1.725,1.3333333333333333,2.5,1.0,0.5,1.0,1.0,0.75,3.935146527777778,0.2,1.25,,True,True
509359,8,14.25,4,4,0,4,,0.15,663.91,203.75,4.25,4,1980-11-03,F,False,False,usa,oakland,OAK,37.721,-122.221,2023-01-04,44,1005,1.0,0.0,Air France,JFK,1.7729166666666667,1.1428571428571428,5.75,1.0,0.25,1.0,1.0,1.0,7.456610807291667,0.125,2.0,,True,
509402,8,6.875,0,0,0,0,0.125,,,,,0,1955-11-03,F,False,False,usa,richmond,RIC,37.505,-77.319,2023-01-04,69,1005,0.0,,,,0.85625,2.0,,,,,,,,,,,,
509411,8,16.25,4,2,0,4,0.125,0.1,485.5275,103.0,1.0,3,1981-03-21,F,True,False,usa,salt lake city,SLC,40.788,-111.978,2023-01-04,44,1005,0.75,0.0,Delta Air Lines,JFK,2.0104166666666665,1.3333333333333333,4.0,1.0,0.25,1.0,1.0,0.5,10.962519965277778,0.3333333333333333,1.5,,True,True
509413,8,10.25,2,1,0,2,0.05,,596.595,470.0,1.0,2,1975-11-13,F,False,False,usa,boston,BOS,42.364,-71.005,2023-01-04,49,1005,0.375,0.0,Ryanair,BIF,1.2708333333333333,1.1428571428571428,2.0,0.5,0.5,1.5,1.0,0.5,15.117064756944444,0.3333333333333333,1.5,,True,
509414,8,25.25,1,1,0,1,0.075,0.08333333333333333,642.01,45.0,10.0,1,1999-11-10,F,False,False,usa,tampa,TPA,27.975,-82.533,2023-01-04,25,1005,0.25,0.0,Delta Air Lines,LGA,3.13125,1.3333333333333333,11.0,1.0,1.0,2.0,1.0,1.0,56.71074201388889,0.0,2.0,,,
509419,8,17.875,4,4,0,4,0.05,,446.83,137.5,1.25,4,1982-08-23,F,False,False,usa,philadelphia,PNE,40.082,-75.011,2023-01-04,43,1005,1.0,0.0,Delta Air Lines,IND,2.2395833333333335,2.0,2.5,1.0,1.0,1.0,1.0,1.0,5.0428445746527775,0.125,2.0,,True,
509421,9,29.77777777777778,3,3,1,5,0.3,0.1,475.1433333333333,129.33333333333334,3.3333333333333335,3,1969-11-28,F,False,True,usa,baltimore,BWI,39.175,-76.668,2023-01-04,55,1005,0.6666666666666666,0.16666666666666666,Air Canada,MAD,13.67425546111111,1.2857142857142858,5.666666666666667,1.0,0.3333333333333333,1.0,1.0,0.6,8.248194560185185,0.3333333333333333,1.2,,True,True
509435,8,27.0,4,4,0,4,0.2,,267.16,301.0,1.75,4,1979-10-10,M,False,False,usa,nashville,BNA,36.124,-86.678,2023-01-04,45,1005,1.0,0.0,Air New Zealand,DAL,3.345833333333333,1.3333333333333333,3.25,1.0,0.75,1.5,1.5,1.0,6.665617057291667,0.0,2.0,,True,
509445,8,12.375,3,3,0,4,,,567.5533333333333,141.33333333333334,3.0,3,1984-06-04,F,True,False,usa,san francisco,SFO,37.619,-122.375,2023-01-04,41,1005,0.75,0.0,American Airlines,JFK,1.5333333333333332,1.3333333333333333,3.6666666666666665,1.0,0.3333333333333333,1.0,1.6666666666666667,0.75,7.798077604166667,0.0,1.5,,True,True
509453,8,14.25,2,3,0,3,0.15,,445.675,123.0,3.3333333333333335,1,1982-11-18,F,False,False,usa,lubbock,LBB,33.664,-101.823,2023-01-04,42,1005,0.625,0.0,Delta Air Lines,LSV,1.7479166666666666,1.1428571428571428,4.0,1.0,0.0,1.5,1.3333333333333333,1.0,13.636140682870371,0.0,1.6666666666666667,,True,
509454,8,13.125,1,2,0,2,,0.1,559.49,295.5,14.0,1,1984-01-24,F,False,True,usa,tampa,MCF,27.849,-82.521,2023-01-04,41,1005,0.375,0.0,Southwest Airlines,PHX,1.6458333333333333,1.1428571428571428,5.0,1.0,1.0,1.0,1.5,1.0,8.39358828125,0.0,1.5,,True,True
509459,8,12.5,1,1,0,2,0.1,,444.68,858.0,5.0,1,2006-11-27,F,False,False,usa,new york,JFK,40.64,-73.779,2023-01-04,18,1005,0.25,0.0,Ryanair,BIF,1.5354166666666667,1.1428571428571428,1.0,1.0,1.0,1.0,2.0,0.5,8.869444444444444,0.0,1.0,,,
509467,8,12.75,2,2,0,2,0.1,,1026.485,299.0,6.0,2,1996-03-09,M,False,False,usa,seattle,SEA,47.449,-122.309,2023-01-04,29,1005,0.5,0.0,Ryanair,LSV,1.60625,1.3333333333333333,7.5,1.0,1.5,2.0,2.0,1.0,6.376561892361111,0.0,2.0,,True,
509498,8,12.25,2,2,0,2,0.3,0.05,687.8,214.5,6.5,2,1984-09-06,F,False,False,usa,milwaukee,MKE,42.947,-87.896,2023-01-04,41,1005,0.5,0.0,United Airlines,SAN,1.5104166666666667,1.1428571428571428,8.0,1.0,0.0,3.0,3.0,1.0,6.511109982638889,0.25,2.0,,True,
509515,9,11.333333333333334,1,2,0,2,,0.25,297.45,229.5,6.0,1,1994-10-14,F,False,True,usa,memphis,MEM,35.042,-89.977,2023-01-04,30,1005,0.3333333333333333,0.0,Air Canada,YWG,1.4111111111111112,1.2857142857142858,9.0,1.0,1.0,1.0,1.0,1.0,5.192830989583333,0.3333333333333333,1.5,,True,True
